formname,formuuid,formelementgroup,formelementgroupuuid,M  FormElement,concept,datatype,conceptuuid
Birth form,68ae820c-0141-475f-89ee-a023849e76bb,General,d8465f9a-7002-45b1-b60e-9328adbcbd15,Place of birth,Place of birth,Coded,f30df7d4-2748-4053-81ae-80a6431e1435
Birth form,68ae820c-0141-475f-89ee-a023849e76bb,General,d8465f9a-7002-45b1-b60e-9328adbcbd15,Place of birth,Place of birth,Coded,f30df7d4-2748-4053-81ae-80a6431e1435
Birth form,68ae820c-0141-475f-89ee-a023849e76bb,General,d8465f9a-7002-45b1-b60e-9328adbcbd15,Place of birth,Place of birth,Coded,f30df7d4-2748-4053-81ae-80a6431e1435
Birth form,68ae820c-0141-475f-89ee-a023849e76bb,General,d8465f9a-7002-45b1-b60e-9328adbcbd15,Birth weight,Birth Weight,Numeric,24a9549b-05fc-4899-b861-b5c0e54b7340
Birth form,68ae820c-0141-475f-89ee-a023849e76bb,General,d8465f9a-7002-45b1-b60e-9328adbcbd15,Gestational age category at birth,Gestational age category at birth,Coded,022dce71-0209-44a3-b0eb-70bd15ff96d7
Birth form,68ae820c-0141-475f-89ee-a023849e76bb,General,d8465f9a-7002-45b1-b60e-9328adbcbd15,Gestational age category at birth,Gestational age category at birth,Coded,022dce71-0209-44a3-b0eb-70bd15ff96d7
Birth form,68ae820c-0141-475f-89ee-a023849e76bb,General,d8465f9a-7002-45b1-b60e-9328adbcbd15,Gestational age category at birth,Gestational age category at birth,Coded,022dce71-0209-44a3-b0eb-70bd15ff96d7
Birth form,68ae820c-0141-475f-89ee-a023849e76bb,General,d8465f9a-7002-45b1-b60e-9328adbcbd15,Did the baby cry soon after birth?,Cried soon after birth,Coded,9caf6e62-8f34-4f0d-85ed-9c03d4b7651e
Birth form,68ae820c-0141-475f-89ee-a023849e76bb,General,d8465f9a-7002-45b1-b60e-9328adbcbd15,Did the baby cry soon after birth?,Cried soon after birth,Coded,9caf6e62-8f34-4f0d-85ed-9c03d4b7651e
Birth form,68ae820c-0141-475f-89ee-a023849e76bb,General,d8465f9a-7002-45b1-b60e-9328adbcbd15,Did breast feeding start within 1 hour of birth?,Breast feeding within 1 hour of birth,Coded,08dea399-8aa5-4f0c-b76c-1f6215ffe14c
Birth form,68ae820c-0141-475f-89ee-a023849e76bb,General,d8465f9a-7002-45b1-b60e-9328adbcbd15,Did breast feeding start within 1 hour of birth?,Breast feeding within 1 hour of birth,Coded,08dea399-8aa5-4f0c-b76c-1f6215ffe14c
Birth form,68ae820c-0141-475f-89ee-a023849e76bb,General,d8465f9a-7002-45b1-b60e-9328adbcbd15,When did breast feeding start?,Breast feeding started,Numeric,28c46d92-6772-429c-961d-3dd09ee70f0e
Birth form,68ae820c-0141-475f-89ee-a023849e76bb,Physical Examination,b9c2a565-eb29-44e6-98f3-5f8ca36cce25,Birth defects,Birth Defects,Coded,c8bc3f3c-4336-411b-b561-28b00c51e67b
Birth form,68ae820c-0141-475f-89ee-a023849e76bb,Physical Examination,b9c2a565-eb29-44e6-98f3-5f8ca36cce25,Birth defects,Birth Defects,Coded,c8bc3f3c-4336-411b-b561-28b00c51e67b
Birth form,68ae820c-0141-475f-89ee-a023849e76bb,Physical Examination,b9c2a565-eb29-44e6-98f3-5f8ca36cce25,Birth defects,Birth Defects,Coded,c8bc3f3c-4336-411b-b561-28b00c51e67b
Birth form,68ae820c-0141-475f-89ee-a023849e76bb,Physical Examination,b9c2a565-eb29-44e6-98f3-5f8ca36cce25,Birth defects,Birth Defects,Coded,c8bc3f3c-4336-411b-b561-28b00c51e67b
Birth form,68ae820c-0141-475f-89ee-a023849e76bb,Physical Examination,b9c2a565-eb29-44e6-98f3-5f8ca36cce25,Birth defects,Birth Defects,Coded,c8bc3f3c-4336-411b-b561-28b00c51e67b
Birth form,68ae820c-0141-475f-89ee-a023849e76bb,Physical Examination,b9c2a565-eb29-44e6-98f3-5f8ca36cce25,Birth defects,Birth Defects,Coded,c8bc3f3c-4336-411b-b561-28b00c51e67b
Birth form,68ae820c-0141-475f-89ee-a023849e76bb,Physical Examination,b9c2a565-eb29-44e6-98f3-5f8ca36cce25,Birth defects,Birth Defects,Coded,c8bc3f3c-4336-411b-b561-28b00c51e67b
Birth form,68ae820c-0141-475f-89ee-a023849e76bb,Physical Examination,b9c2a565-eb29-44e6-98f3-5f8ca36cce25,Birth defects,Birth Defects,Coded,c8bc3f3c-4336-411b-b561-28b00c51e67b
Birth form,68ae820c-0141-475f-89ee-a023849e76bb,Physical Examination,b9c2a565-eb29-44e6-98f3-5f8ca36cce25,Birth defects,Birth Defects,Coded,c8bc3f3c-4336-411b-b561-28b00c51e67b
Birth form,68ae820c-0141-475f-89ee-a023849e76bb,Physical Examination,b9c2a565-eb29-44e6-98f3-5f8ca36cce25,Birth defects,Birth Defects,Coded,c8bc3f3c-4336-411b-b561-28b00c51e67b
Birth form,68ae820c-0141-475f-89ee-a023849e76bb,Physical Examination,b9c2a565-eb29-44e6-98f3-5f8ca36cce25,Birth defects,Birth Defects,Coded,c8bc3f3c-4336-411b-b561-28b00c51e67b
Birth form,68ae820c-0141-475f-89ee-a023849e76bb,Physical Examination,b9c2a565-eb29-44e6-98f3-5f8ca36cce25,Birth defects,Birth Defects,Coded,c8bc3f3c-4336-411b-b561-28b00c51e67b
Birth form,68ae820c-0141-475f-89ee-a023849e76bb,Physical Examination,b9c2a565-eb29-44e6-98f3-5f8ca36cce25,Birth defects,Birth Defects,Coded,c8bc3f3c-4336-411b-b561-28b00c51e67b
Birth form,68ae820c-0141-475f-89ee-a023849e76bb,Physical Examination,b9c2a565-eb29-44e6-98f3-5f8ca36cce25,Birth defects,Birth Defects,Coded,c8bc3f3c-4336-411b-b561-28b00c51e67b
Birth form,68ae820c-0141-475f-89ee-a023849e76bb,Physical Examination,b9c2a565-eb29-44e6-98f3-5f8ca36cce25,Birth defects,Birth Defects,Coded,c8bc3f3c-4336-411b-b561-28b00c51e67b
Birth form,68ae820c-0141-475f-89ee-a023849e76bb,Physical Examination,b9c2a565-eb29-44e6-98f3-5f8ca36cce25,Other birth defects,Other Birth Defects,Text,bc265380-55bd-4309-997e-06c3a3ecf679
Birth form,68ae820c-0141-475f-89ee-a023849e76bb,Physical Examination,b9c2a565-eb29-44e6-98f3-5f8ca36cce25,Colour of child,Colour of child,Coded,8d145f65-e269-467c-af05-548ff5595452
Birth form,68ae820c-0141-475f-89ee-a023849e76bb,Physical Examination,b9c2a565-eb29-44e6-98f3-5f8ca36cce25,Colour of child,Colour of child,Coded,8d145f65-e269-467c-af05-548ff5595452
Birth form,68ae820c-0141-475f-89ee-a023849e76bb,Physical Examination,b9c2a565-eb29-44e6-98f3-5f8ca36cce25,Colour of child,Colour of child,Coded,8d145f65-e269-467c-af05-548ff5595452
Birth form,68ae820c-0141-475f-89ee-a023849e76bb,Physical Examination,b9c2a565-eb29-44e6-98f3-5f8ca36cce25,Reflex,Reflex,Coded,475f39c6-9551-4611-abef-0f2d80784bc0
Birth form,68ae820c-0141-475f-89ee-a023849e76bb,Physical Examination,b9c2a565-eb29-44e6-98f3-5f8ca36cce25,Reflex,Reflex,Coded,475f39c6-9551-4611-abef-0f2d80784bc0
Birth form,68ae820c-0141-475f-89ee-a023849e76bb,Physical Examination,b9c2a565-eb29-44e6-98f3-5f8ca36cce25,Reflex,Reflex,Coded,475f39c6-9551-4611-abef-0f2d80784bc0
Birth form,68ae820c-0141-475f-89ee-a023849e76bb,Physical Examination,b9c2a565-eb29-44e6-98f3-5f8ca36cce25,Muscle Tone,Muscle tone,Coded,f363fcc6-988f-4115-97a4-cfaf30993801
Birth form,68ae820c-0141-475f-89ee-a023849e76bb,Physical Examination,b9c2a565-eb29-44e6-98f3-5f8ca36cce25,Muscle Tone,Muscle tone,Coded,f363fcc6-988f-4115-97a4-cfaf30993801
Birth form,68ae820c-0141-475f-89ee-a023849e76bb,Physical Examination,b9c2a565-eb29-44e6-98f3-5f8ca36cce25,Muscle Tone,Muscle tone,Coded,f363fcc6-988f-4115-97a4-cfaf30993801
Birth form,68ae820c-0141-475f-89ee-a023849e76bb,Physical Examination,b9c2a565-eb29-44e6-98f3-5f8ca36cce25,Icterus present within 24 hrs of birth?,Jaundice (Icterus),Coded,828da3c7-8564-4cc0-a1c4-76ed6ad9e333
Birth form,68ae820c-0141-475f-89ee-a023849e76bb,Physical Examination,b9c2a565-eb29-44e6-98f3-5f8ca36cce25,Icterus present within 24 hrs of birth?,Jaundice (Icterus),Coded,828da3c7-8564-4cc0-a1c4-76ed6ad9e333
Birth form,68ae820c-0141-475f-89ee-a023849e76bb,Vitals,302f5849-d3f5-4879-8a1d-94f16a4ff82b,Pulse,Child Pulse,Numeric,ba3dd12d-967b-416a-b8e8-4aa3e8fb000b
Birth form,68ae820c-0141-475f-89ee-a023849e76bb,Vitals,302f5849-d3f5-4879-8a1d-94f16a4ff82b,Temperature,Child Temperature,Numeric,fc367cf1-69e0-43d9-82d8-0ace18ba4b3c
Birth form,68ae820c-0141-475f-89ee-a023849e76bb,Vitals,302f5849-d3f5-4879-8a1d-94f16a4ff82b,Respiratory Rate,Child Respiratory Rate,Numeric,38204cd7-2d30-41cf-9c67-b3f13ac5c98c
Cancer Enrolment,7ce27568-d7b5-451c-8d1c-3619bb0d9e3e,Details,65033ebd-4a71-4078-9ba7-74abeff95283,Date of diagnosis,Date of diagnosis,Date,cb549d98-5890-4182-a930-70939b0c0e33
Cancer Enrolment,7ce27568-d7b5-451c-8d1c-3619bb0d9e3e,Details,65033ebd-4a71-4078-9ba7-74abeff95283,Type of Cancer,Type of Cancer,Coded,b63d9cb2-0dc2-41fe-8782-a38db5d0756e
Cancer Enrolment,7ce27568-d7b5-451c-8d1c-3619bb0d9e3e,Details,65033ebd-4a71-4078-9ba7-74abeff95283,Type of Cancer,Type of Cancer,Coded,b63d9cb2-0dc2-41fe-8782-a38db5d0756e
Cancer Enrolment,7ce27568-d7b5-451c-8d1c-3619bb0d9e3e,Details,65033ebd-4a71-4078-9ba7-74abeff95283,Type of Cancer,Type of Cancer,Coded,b63d9cb2-0dc2-41fe-8782-a38db5d0756e
Cancer Enrolment,7ce27568-d7b5-451c-8d1c-3619bb0d9e3e,Details,65033ebd-4a71-4078-9ba7-74abeff95283,Type of Cancer,Type of Cancer,Coded,b63d9cb2-0dc2-41fe-8782-a38db5d0756e
Cancer Enrolment,7ce27568-d7b5-451c-8d1c-3619bb0d9e3e,Details,65033ebd-4a71-4078-9ba7-74abeff95283,Type of Cancer,Type of Cancer,Coded,b63d9cb2-0dc2-41fe-8782-a38db5d0756e
Cancer Enrolment,7ce27568-d7b5-451c-8d1c-3619bb0d9e3e,Details,65033ebd-4a71-4078-9ba7-74abeff95283,Type of Cancer,Type of Cancer,Coded,b63d9cb2-0dc2-41fe-8782-a38db5d0756e
Cancer Enrolment,7ce27568-d7b5-451c-8d1c-3619bb0d9e3e,Details,65033ebd-4a71-4078-9ba7-74abeff95283,Type of Cancer,Type of Cancer,Coded,b63d9cb2-0dc2-41fe-8782-a38db5d0756e
Cancer Enrolment,7ce27568-d7b5-451c-8d1c-3619bb0d9e3e,Details,65033ebd-4a71-4078-9ba7-74abeff95283,Type of Cancer,Type of Cancer,Coded,b63d9cb2-0dc2-41fe-8782-a38db5d0756e
Cancer Enrolment,7ce27568-d7b5-451c-8d1c-3619bb0d9e3e,Details,65033ebd-4a71-4078-9ba7-74abeff95283,Name of subcategory of disease,Name of subcategory of disease,Text,677b90f4-aba1-47d0-8f8a-4d0ead1288b0
CBNAAT Result Form,bd8396ce-ab32-4ff4-9fc8-e2dc7effd3d6,Result,0adec6b2-ee11-438a-b27a-1c822febfb55,CBNAAT,CBNAAT,Coded,7a10b895-cea7-4c69-983c-ef8ef7664fb2
CBNAAT Result Form,bd8396ce-ab32-4ff4-9fc8-e2dc7effd3d6,Result,0adec6b2-ee11-438a-b27a-1c822febfb55,CBNAAT,CBNAAT,Coded,7a10b895-cea7-4c69-983c-ef8ef7664fb2
CBNAAT Result Form,bd8396ce-ab32-4ff4-9fc8-e2dc7effd3d6,Result,0adec6b2-ee11-438a-b27a-1c822febfb55,CBNAAT,tb lab test result CBNAAT,Coded,1b319717-1a60-4a6b-907e-141b66c8982c
CBNAAT Result Form,bd8396ce-ab32-4ff4-9fc8-e2dc7effd3d6,Result,0adec6b2-ee11-438a-b27a-1c822febfb55,CBNAAT,tb lab test result CBNAAT,Coded,1b319717-1a60-4a6b-907e-141b66c8982c
CBNAAT Result Form,bd8396ce-ab32-4ff4-9fc8-e2dc7effd3d6,Result,0adec6b2-ee11-438a-b27a-1c822febfb55,CBNAAT,tb lab test result CBNAAT,Coded,1b319717-1a60-4a6b-907e-141b66c8982c
CBNAAT Result Form,bd8396ce-ab32-4ff4-9fc8-e2dc7effd3d6,Result,0adec6b2-ee11-438a-b27a-1c822febfb55,MTB,MTB,Coded,9495f4f9-bbf4-46ad-8e86-c051c18dea98
CBNAAT Result Form,bd8396ce-ab32-4ff4-9fc8-e2dc7effd3d6,Result,0adec6b2-ee11-438a-b27a-1c822febfb55,MTB,MTB,Coded,9495f4f9-bbf4-46ad-8e86-c051c18dea98
Child Birth Form,f02c318b-9396-43b2-85cf-b9f723180840,General,924fcbfe-4d70-454e-9acd-c1dc9c08d099,Birth Weight,Birth Weight,Numeric,24a9549b-05fc-4899-b861-b5c0e54b7340
Child Birth Form,f02c318b-9396-43b2-85cf-b9f723180840,General,924fcbfe-4d70-454e-9acd-c1dc9c08d099,Whether baby cleaned and dried immediately after birth,Whether baby cleaned and dried immediately after birth,Coded,7cecaf08-1a00-41a6-965b-015b89aa66ba
Child Birth Form,f02c318b-9396-43b2-85cf-b9f723180840,General,924fcbfe-4d70-454e-9acd-c1dc9c08d099,Whether baby cleaned and dried immediately after birth,Whether baby cleaned and dried immediately after birth,Coded,7cecaf08-1a00-41a6-965b-015b89aa66ba
Child Birth Form,f02c318b-9396-43b2-85cf-b9f723180840,General,924fcbfe-4d70-454e-9acd-c1dc9c08d099,Whether baby cleaned and dried immediately after birth,Whether baby cleaned and dried immediately after birth,Coded,7cecaf08-1a00-41a6-965b-015b89aa66ba
Child Birth Form,f02c318b-9396-43b2-85cf-b9f723180840,General,924fcbfe-4d70-454e-9acd-c1dc9c08d099,Whether baby wrapped in warm clothes,Whether baby wrapped in warm clothes,Coded,cdd45c89-b7be-4131-a6c0-48e8b82926c4
Child Birth Form,f02c318b-9396-43b2-85cf-b9f723180840,General,924fcbfe-4d70-454e-9acd-c1dc9c08d099,Whether baby wrapped in warm clothes,Whether baby wrapped in warm clothes,Coded,cdd45c89-b7be-4131-a6c0-48e8b82926c4
Child Birth Form,f02c318b-9396-43b2-85cf-b9f723180840,General,924fcbfe-4d70-454e-9acd-c1dc9c08d099,Whether baby wrapped in warm clothes,Whether baby wrapped in warm clothes,Coded,cdd45c89-b7be-4131-a6c0-48e8b82926c4
Child Birth Form,f02c318b-9396-43b2-85cf-b9f723180840,General,924fcbfe-4d70-454e-9acd-c1dc9c08d099,Diagnosis of baby immediately after birth,Diagnosis of baby immediately after birth,Coded,734e9cd5-3df4-4cfd-bca4-aa842af2c84e
Child Birth Form,f02c318b-9396-43b2-85cf-b9f723180840,General,924fcbfe-4d70-454e-9acd-c1dc9c08d099,Diagnosis of baby immediately after birth,Diagnosis of baby immediately after birth,Coded,734e9cd5-3df4-4cfd-bca4-aa842af2c84e
Child Birth Form,f02c318b-9396-43b2-85cf-b9f723180840,General,924fcbfe-4d70-454e-9acd-c1dc9c08d099,Diagnosis of baby immediately after birth,Diagnosis of baby immediately after birth,Coded,734e9cd5-3df4-4cfd-bca4-aa842af2c84e
Child Birth Form,f02c318b-9396-43b2-85cf-b9f723180840,Newborn observations within 30 seconds,7b8d2606-900c-497a-9577-d63cd2307d29,Newborn cry,Newborn cry,Coded,426f1fbd-6211-47dc-9b58-05a94d8dd713
Child Birth Form,f02c318b-9396-43b2-85cf-b9f723180840,Newborn observations within 30 seconds,7b8d2606-900c-497a-9577-d63cd2307d29,Newborn cry,Newborn cry,Coded,426f1fbd-6211-47dc-9b58-05a94d8dd713
Child Birth Form,f02c318b-9396-43b2-85cf-b9f723180840,Newborn observations within 30 seconds,7b8d2606-900c-497a-9577-d63cd2307d29,Newborn cry,Newborn cry,Coded,426f1fbd-6211-47dc-9b58-05a94d8dd713
Child Birth Form,f02c318b-9396-43b2-85cf-b9f723180840,Newborn observations within 30 seconds,7b8d2606-900c-497a-9577-d63cd2307d29,Newborn cry,Newborn cry,Coded,426f1fbd-6211-47dc-9b58-05a94d8dd713
Child Birth Form,f02c318b-9396-43b2-85cf-b9f723180840,Newborn observations within 30 seconds,7b8d2606-900c-497a-9577-d63cd2307d29,Newborn breathing,Newborn breathing,Coded,63495af0-0150-48a0-b52d-9656a8671f1b
Child Birth Form,f02c318b-9396-43b2-85cf-b9f723180840,Newborn observations within 30 seconds,7b8d2606-900c-497a-9577-d63cd2307d29,Newborn breathing,Newborn breathing,Coded,63495af0-0150-48a0-b52d-9656a8671f1b
Child Birth Form,f02c318b-9396-43b2-85cf-b9f723180840,Newborn observations within 30 seconds,7b8d2606-900c-497a-9577-d63cd2307d29,Newborn breathing,Newborn breathing,Coded,63495af0-0150-48a0-b52d-9656a8671f1b
Child Birth Form,f02c318b-9396-43b2-85cf-b9f723180840,Newborn observations within 30 seconds,7b8d2606-900c-497a-9577-d63cd2307d29,Newborn breathing,Newborn breathing,Coded,63495af0-0150-48a0-b52d-9656a8671f1b
Child Birth Form,f02c318b-9396-43b2-85cf-b9f723180840,Newborn observations within 30 seconds,7b8d2606-900c-497a-9577-d63cd2307d29,Newborn movement,Newborn movement,Coded,5b885356-ac8a-4e5c-bc6d-32ac05079d62
Child Birth Form,f02c318b-9396-43b2-85cf-b9f723180840,Newborn observations within 30 seconds,7b8d2606-900c-497a-9577-d63cd2307d29,Newborn movement,Newborn movement,Coded,5b885356-ac8a-4e5c-bc6d-32ac05079d62
Child Birth Form,f02c318b-9396-43b2-85cf-b9f723180840,Newborn observations within 30 seconds,7b8d2606-900c-497a-9577-d63cd2307d29,Newborn movement,Newborn movement,Coded,5b885356-ac8a-4e5c-bc6d-32ac05079d62
Child Birth Form,f02c318b-9396-43b2-85cf-b9f723180840,Newborn observations within 30 seconds,7b8d2606-900c-497a-9577-d63cd2307d29,Newborn movement,Newborn movement,Coded,5b885356-ac8a-4e5c-bc6d-32ac05079d62
Child Birth Form,f02c318b-9396-43b2-85cf-b9f723180840,Newborn observations within 30 seconds,7b8d2606-900c-497a-9577-d63cd2307d29,"If baby was not breathing for 30 seconds, was any action taken","If baby was not breathing for 30 seconds, was any action taken",Coded,e2282953-329a-400f-aa12-7b1065a42f7a
Child Birth Form,f02c318b-9396-43b2-85cf-b9f723180840,Newborn observations within 30 seconds,7b8d2606-900c-497a-9577-d63cd2307d29,"If baby was not breathing for 30 seconds, was any action taken","If baby was not breathing for 30 seconds, was any action taken",Coded,e2282953-329a-400f-aa12-7b1065a42f7a
Child Birth Form,f02c318b-9396-43b2-85cf-b9f723180840,Newborn observations within 30 seconds,7b8d2606-900c-497a-9577-d63cd2307d29,"If baby was not breathing for 30 seconds, was any action taken","If baby was not breathing for 30 seconds, was any action taken",Coded,e2282953-329a-400f-aa12-7b1065a42f7a
Child Birth Form,f02c318b-9396-43b2-85cf-b9f723180840,Newborn observations within 30 seconds,7b8d2606-900c-497a-9577-d63cd2307d29,"If baby was not breathing for 30 seconds, was any action taken?","If baby was not breathing for 30 seconds, was any action taken?",Coded,3b236506-33ee-4f91-9d72-ec11840fb131
Child Birth Form,f02c318b-9396-43b2-85cf-b9f723180840,Newborn observations within 30 seconds,7b8d2606-900c-497a-9577-d63cd2307d29,"If baby was not breathing for 30 seconds, was any action taken?","If baby was not breathing for 30 seconds, was any action taken?",Coded,3b236506-33ee-4f91-9d72-ec11840fb131
Child Birth Form,f02c318b-9396-43b2-85cf-b9f723180840,Newborn observations within 30 seconds,7b8d2606-900c-497a-9577-d63cd2307d29,"If baby was not breathing for 30 seconds, was any action taken?","If baby was not breathing for 30 seconds, was any action taken?",Coded,3b236506-33ee-4f91-9d72-ec11840fb131
Child Birth Form,f02c318b-9396-43b2-85cf-b9f723180840,Details,cab86429-00cf-4d38-a7c6-f516beb19e23,"If baby was not breathing for 30 seconds, was any action taken","If baby was not breathing for 30 seconds, was any action taken",Coded,e2282953-329a-400f-aa12-7b1065a42f7a
Child Birth Form,f02c318b-9396-43b2-85cf-b9f723180840,Details,cab86429-00cf-4d38-a7c6-f516beb19e23,"If baby was not breathing for 30 seconds, was any action taken","If baby was not breathing for 30 seconds, was any action taken",Coded,e2282953-329a-400f-aa12-7b1065a42f7a
Child Birth Form,f02c318b-9396-43b2-85cf-b9f723180840,Details,cab86429-00cf-4d38-a7c6-f516beb19e23,"If baby was not breathing for 30 seconds, was any action taken","If baby was not breathing for 30 seconds, was any action taken",Coded,e2282953-329a-400f-aa12-7b1065a42f7a
Child Birth Form,f02c318b-9396-43b2-85cf-b9f723180840,Details,cab86429-00cf-4d38-a7c6-f516beb19e23,Whether mucus extractor used,Whether mucus extractor used,Coded,a11eea1e-4529-4bf1-a8b2-734e38a590bb
Child Birth Form,f02c318b-9396-43b2-85cf-b9f723180840,Details,cab86429-00cf-4d38-a7c6-f516beb19e23,Whether mucus extractor used,Whether mucus extractor used,Coded,a11eea1e-4529-4bf1-a8b2-734e38a590bb
Child Birth Form,f02c318b-9396-43b2-85cf-b9f723180840,Details,cab86429-00cf-4d38-a7c6-f516beb19e23,Whether mucus extractor used,Whether mucus extractor used,Coded,a11eea1e-4529-4bf1-a8b2-734e38a590bb
Child Birth Form,f02c318b-9396-43b2-85cf-b9f723180840,Details,cab86429-00cf-4d38-a7c6-f516beb19e23,What was the outcome of action,What was the outcome of action,Coded,62fa4db7-448a-48fe-b5d4-5feb00752153
Child Birth Form,f02c318b-9396-43b2-85cf-b9f723180840,Details,cab86429-00cf-4d38-a7c6-f516beb19e23,What was the outcome of action,What was the outcome of action,Coded,62fa4db7-448a-48fe-b5d4-5feb00752153
Child Birth Form,f02c318b-9396-43b2-85cf-b9f723180840,Newborn observations after 5 mins,74ed830f-5110-4224-8d47-f8708b97061c,Newborn cry,Newborn cried,Coded,e4d30772-e360-4824-9acb-e417bb5b264e
Child Birth Form,f02c318b-9396-43b2-85cf-b9f723180840,Newborn observations after 5 mins,74ed830f-5110-4224-8d47-f8708b97061c,Newborn cry,Newborn cried,Coded,e4d30772-e360-4824-9acb-e417bb5b264e
Child Birth Form,f02c318b-9396-43b2-85cf-b9f723180840,Newborn observations after 5 mins,74ed830f-5110-4224-8d47-f8708b97061c,Newborn cry,Newborn cried,Coded,e4d30772-e360-4824-9acb-e417bb5b264e
Child Birth Form,f02c318b-9396-43b2-85cf-b9f723180840,Newborn observations after 5 mins,74ed830f-5110-4224-8d47-f8708b97061c,Newborn cry,Newborn cried,Coded,e4d30772-e360-4824-9acb-e417bb5b264e
Child Birth Form,f02c318b-9396-43b2-85cf-b9f723180840,Newborn observations after 5 mins,74ed830f-5110-4224-8d47-f8708b97061c,Newborn breathing,Newborn breath,Coded,f23c5d63-f73c-40e7-a4d0-9ebecf2a701c
Child Birth Form,f02c318b-9396-43b2-85cf-b9f723180840,Newborn observations after 5 mins,74ed830f-5110-4224-8d47-f8708b97061c,Newborn breathing,Newborn breath,Coded,f23c5d63-f73c-40e7-a4d0-9ebecf2a701c
Child Birth Form,f02c318b-9396-43b2-85cf-b9f723180840,Newborn observations after 5 mins,74ed830f-5110-4224-8d47-f8708b97061c,Newborn breathing,Newborn breath,Coded,f23c5d63-f73c-40e7-a4d0-9ebecf2a701c
Child Birth Form,f02c318b-9396-43b2-85cf-b9f723180840,Newborn observations after 5 mins,74ed830f-5110-4224-8d47-f8708b97061c,Newborn breathing,Newborn breath,Coded,f23c5d63-f73c-40e7-a4d0-9ebecf2a701c
Child Birth Form,f02c318b-9396-43b2-85cf-b9f723180840,Newborn observations after 5 mins,74ed830f-5110-4224-8d47-f8708b97061c,Newborn movement,Newborn movements,Coded,0c06c507-6676-4083-a862-2b0d80327262
Child Birth Form,f02c318b-9396-43b2-85cf-b9f723180840,Newborn observations after 5 mins,74ed830f-5110-4224-8d47-f8708b97061c,Newborn movement,Newborn movements,Coded,0c06c507-6676-4083-a862-2b0d80327262
Child Birth Form,f02c318b-9396-43b2-85cf-b9f723180840,Newborn observations after 5 mins,74ed830f-5110-4224-8d47-f8708b97061c,Newborn movement,Newborn movements,Coded,0c06c507-6676-4083-a862-2b0d80327262
Child Birth Form,f02c318b-9396-43b2-85cf-b9f723180840,Newborn observations after 5 mins,74ed830f-5110-4224-8d47-f8708b97061c,Newborn movement,Newborn movements,Coded,0c06c507-6676-4083-a862-2b0d80327262
Child Enrolment,854b221a-aa9f-431e-89be-9b65f7e6727d,Dummy,ed979541-59c0-4704-9b26-578f4ad5646c,Weight,Weight,Numeric,8d947379-7a1d-48b2-8760-88fff6add987
Child Enrolment,854b221a-aa9f-431e-89be-9b65f7e6727d,Dummy,ed979541-59c0-4704-9b26-578f4ad5646c,Dummy,Dummy,Text,1d10820b-79ba-4398-bb33-2cda489c16a1
Child Enrolment Phulwari,14585999-3bd3-47cd-998c-fa7f3e3f9252,Basic Details,573d9f48-6665-4521-8198-def2fe6ad031,Enrol to,Phulwari,Coded,178acfbe-b7e1-4ef5-a48a-0f4b1beabb80
Child Enrolment Phulwari,14585999-3bd3-47cd-998c-fa7f3e3f9252,Basic Details,573d9f48-6665-4521-8198-def2fe6ad031,Enrol to,Phulwari,Coded,178acfbe-b7e1-4ef5-a48a-0f4b1beabb80
Child Enrolment Phulwari,14585999-3bd3-47cd-998c-fa7f3e3f9252,Basic Details,573d9f48-6665-4521-8198-def2fe6ad031,Enrol to,Phulwari,Coded,178acfbe-b7e1-4ef5-a48a-0f4b1beabb80
Child Enrolment Phulwari,14585999-3bd3-47cd-998c-fa7f3e3f9252,Basic Details,573d9f48-6665-4521-8198-def2fe6ad031,Enrol to,Phulwari,Coded,178acfbe-b7e1-4ef5-a48a-0f4b1beabb80
Child Enrolment Phulwari,14585999-3bd3-47cd-998c-fa7f3e3f9252,Basic Details,573d9f48-6665-4521-8198-def2fe6ad031,Enrol to,Phulwari,Coded,178acfbe-b7e1-4ef5-a48a-0f4b1beabb80
Child Enrolment Phulwari,14585999-3bd3-47cd-998c-fa7f3e3f9252,Basic Details,573d9f48-6665-4521-8198-def2fe6ad031,Enrol to,Phulwari,Coded,178acfbe-b7e1-4ef5-a48a-0f4b1beabb80
Child Enrolment Phulwari,14585999-3bd3-47cd-998c-fa7f3e3f9252,Basic Details,573d9f48-6665-4521-8198-def2fe6ad031,Enrol to,Phulwari,Coded,178acfbe-b7e1-4ef5-a48a-0f4b1beabb80
Child Enrolment Phulwari,14585999-3bd3-47cd-998c-fa7f3e3f9252,Basic Details,573d9f48-6665-4521-8198-def2fe6ad031,Enrol to,Phulwari,Coded,178acfbe-b7e1-4ef5-a48a-0f4b1beabb80
Child Enrolment Phulwari,14585999-3bd3-47cd-998c-fa7f3e3f9252,Basic Details,573d9f48-6665-4521-8198-def2fe6ad031,Enrol to,Phulwari,Coded,178acfbe-b7e1-4ef5-a48a-0f4b1beabb80
Child Enrolment Phulwari,14585999-3bd3-47cd-998c-fa7f3e3f9252,Basic Details,573d9f48-6665-4521-8198-def2fe6ad031,Enrol to,Phulwari,Coded,178acfbe-b7e1-4ef5-a48a-0f4b1beabb80
Child Enrolment Phulwari,14585999-3bd3-47cd-998c-fa7f3e3f9252,Basic Details,573d9f48-6665-4521-8198-def2fe6ad031,Enrol to,Phulwari,Coded,178acfbe-b7e1-4ef5-a48a-0f4b1beabb80
