Form Name,Form UUID,Form Type,Concept Set (Section),Concept Set UUID,Concept Name,Concept UUID,Datatype,Class,Hierarchy Path
,,,,,Local,776c42da-1dee-42e9-87b9-ef9b54ac0fef,N/A,Misc,
,,,,,Local Anesthesia,7ad1304a-eefa-437c-a483-20ede719ddd7,N/A,Misc,
,,,,,Locally Advanced,1a1f1a00-a9a1-4316-8c86-3308613e38ce,N/A,Misc,
,,,,,Locate the pain by finger,4f43493f-26d1-4ade-baf9-b256bbb7f2c1,N/A,Misc,
,,,,,Long Distances to Healthcare Facility,606d49c4-7ea2-473e-b543-33710720d080,N/A,Misc,
,,,,,Longitudinal,fefb867a-acac-45cb-87fa-fe8f73d67278,N/A,Misc,
,,,,,Loose Stools,22a87e4e-ed86-11e3-8f57-746bba63c2a3,N/A,Misc,
,,,,,Loss of confidence,ca6885aa-cb0e-4c37-b09b-7f9f46189090,N/A,Misc,
,,,,,Loss of hair/Hair growth,0bb4ca37-5ae2-4eca-b71f-6b1e697c7f2d,N/A,Misc,
,,,,,Loss of sensation,3cce8878-66c5-46b1-9084-d6bfc912f4e3,N/A,Symptom,
,,,,,Low BMI,37cce59e-df5e-441c-8955-a18089df592d,N/A,Misc,
,,,,,Low mood,0491e895-55f3-4f13-ae1a-dc9d56bca674,N/A,Misc,
,,,,,Lumbar Epidural,d258b818-e2df-4f0d-accd-2ead30f39d0b,N/A,Intevention List,
,,,,,Lumbar Plexus Block,13e68ed3-542c-4979-8c77-dd6075f150e7,N/A,Intevention List,
,,,,,Lumbar Proceduses,3ede7aef-206e-486d-8ecd-c9f32520cc75,N/A,Intevention List,
,,,,,"Lump, Consistency, Firm",2b7ed858-64a6-4abc-b398-334ab76020f3,N/A,Misc,
,,,,,"Lump, Consistency, Hard",f887e17e-1706-49a5-abc3-9981f4e0a1ac,N/A,Misc,
,,,,,"Lump, Consistency, Soft",ab0b397a-4242-4f45-aaf7-32817f953b60,N/A,Misc,
,,,,,"Lump, Number, Multiple",c74e4fb3-0e89-4cf2-9a30-5a1059d3e401,N/A,Misc,
,,,,,"Lump, Number, Single",6a3c593c-4740-469c-a450-33057259e562,N/A,Misc,
,,,,,"Lump, Side, Bilateral",5107e7ea-3419-452e-910e-a9e0f579ec90,N/A,Misc,
,,,,,"Lump, Side, Left",8f2d8774-3182-41f4-a14a-9c17da2fb088,N/A,Misc,
,,,,,"Lump, Side, Right",3dbae443-5460-4a64-a576-20720cd762b7,N/A,Misc,
,,,,,"Lump, Type, New",f305a983-be72-455e-bae0-488b53573203,N/A,Misc,
,,,,,"Lump, Type, Recurrent",0d4eb9d0-2fda-4457-b481-a3ed1169ad87,N/A,Misc,
,,,,,Lymph Node,34868bec-e6ab-4d07-a412-3f2dc84cab5c,N/A,Misc,
,,,,,Lymph Node Enlarged,693fb56c-a83b-4818-8724-e1367ca5041a,N/A,Misc,
,,,,,"Lymph Node, Discrete",dee049ec-ac41-453d-8d95-dd1673d434f3,N/A,Misc,
,,,,,"Lymph Node, Fixed",c0ca1ba6-d386-4115-a412-9d11181d4fae,N/A,Misc,
,,,,,"Lymph Node, Matted",a97cb1fb-8ac0-4766-a46a-c8a7ae0dfe9c,N/A,Misc,
,,,,,"Lymph Node, None",919b5592-1e40-4129-9002-7157e8178351,N/A,Misc,
,,,,,Lymph Nodes,796d77b6-1607-47a9-b595-b6bc131db81c,N/A,Misc,
,,,,,Lymphoma,78d790f0-31a7-4b0b-8862-7129bbfc891f,N/A,Misc,
,,,,,M0 Metastatic Stage,293bb24d-c270-4971-b3aa-f1547a4cda84,N/A,Misc,
,,,,,M1 Metastatic Stage,d66e72fc-fbff-4d65-a324-29d22af035d5,N/A,Misc,
,,,,,MDR Treatment,2b838bd9-dfdf-482d-8a80-efd6c531990c,N/A,Misc,
,,,,,MTB Detected,fa551a39-9e5f-4c40-838e-38a646f109b7,N/A,Misc,
,,,,,MTB Not Detected,de4bf1ae-fdf2-4f37-a577-c137d21ffa1e,N/A,Misc,
,,,,,MX Metastatic Stage,576b29e4-5132-4144-9f32-eaf521fd4faa,N/A,Misc,
,,,,,Malaria,a9f956b1-04b7-4158-8791-977c0f663000,N/A,Diagnosis,
,,,,,MalariaTemplate,6fb4dee6-aa02-4c3e-949a-d83eabf92e1a,N/A,Misc,
,,,,,Male,e12d9dc1-0dda-4d34-8793-e925228ab61e,N/A,Misc,
,,,,,Malignancy,29c45170-95aa-49df-8889-5bb822f31eda,N/A,Misc,
,,,,,Manegment Dressing,dd4cd6aa-df90-4c78-a28a-1e1be9e386c8,N/A,Misc,
,,,,,Mania,8c8f4f55-41a9-495a-af54-0bf28ddc24ce,N/A,Misc,
,,,,,Married,78afbcb8-6f7a-42eb-ab32-b5c6da059cde,N/A,Misc,
,,,,,Maternal Outcome Near Miss,0d4c3612-1672-4b6e-878d-61afe4d12eb5,N/A,Misc,
,,,,,Maternal Outcome Postpartum Depression,cfae87bf-fa1f-4d44-baf6-505c7c7e1163,N/A,Misc,
,,,,,Maternal Outcome Psychosis,3441c0e3-7314-4941-a4a3-b534bed2d5b9,N/A,Misc,
,,,,,Maternal Outcome Seizure,3af57690-79d9-40e5-b71d-254df2b78a3b,N/A,Misc,
,,,,,Maternal Outcome Sepsis,c336a6bb-7e66-4dcc-af80-2c48e9e2c828,N/A,Misc,
,,,,,Matted,ebe7d945-2af9-4d28-af4f-4a3cc6d404a6,N/A,Misc,
,,,,,Meconium,93e0d0e1-4fd8-4e02-89e2-bf5649399f23,N/A,Misc,
,,,,,Medial side of knee,d83ec1d7-945f-41c8-b3ab-096914e98f73,N/A,Misc,
,,,,,Medial sole of foot,170e9c1e-dd76-4e47-b0e0-33991e29ff80,N/A,Misc,
,,,,,Mediastinal Shift,147e01ac-0060-4fc4-b91f-0cbfc9cf28a7,N/A,Misc,
,,,,,Medical College,61099c6e-9e77-4f3b-a41b-effe7ca23969,N/A,Misc,
,,,,,Medical College Raipur,5effac75-0c40-4f3f-8697-b67cbb40dedd,N/A,Misc,
,,,,,"Medical Oncology-M500001-Lymphoma, Non-Hodgkin?sR-CHOP Regimen (per cycle) x 6-25000",056f4d0f-b5af-4114-a3c2-3f3d10e08e05,N/A,Ayushman Bharat Package,
,,,,,"Medical Oncology-M500002-Multiple MyelomaBortezomib+ lenalidomide+ dexamethasone, per cycle x6-20000",6642abd6-39e7-4230-aca9-34c33668f489,N/A,Ayushman Bharat Package,
,,,,,"Medical Oncology-M500003-Multiple MyelomaBortezomib+ cyclophosphamide+ dexamethasone, per cycle x 6-10000",bfa28589-a7de-470a-a672-48f5656966e4,N/A,Ayushman Bharat Package,
,,,,,"Medical Oncology-M500004-Multiple MyelomaMPT - melphalan, thalidomide and prednisolone, per cycle x 9-6000",5e1850ee-beb6-4e9a-9375-69151a420c79,N/A,Ayushman Bharat Package,
,,,,,"Medical Oncology-M500005-Multiple MyelomaBortezomib + dexamethasone, per cycle x 9-6000",8728b687-a9df-4576-adb7-bdf7e3923728,N/A,Ayushman Bharat Package,
,,,,,Medical Oncology-M500006-Multiple MyelomaThalidomide+Dexamethasone(Oral)/ month - max 12 months-3000,41ed4718-e239-4dd8-9f8a-dabd876d16d4,N/A,Ayushman Bharat Package,
,,,,,Medical Oncology-M500007-Colon Rectum5-Fluorouracil-Oxaliplatin - Leucovorin (FOLFOX) - Max. 6 cycles (Per cycle)-10000,f58c2a56-9075-49a2-bd36-fc6a67ef5bba,N/A,Ayushman Bharat Package,
,,,,,Medical Oncology-M500008-Bone Tumors/Osteosarcoma/ Hepatoblastoma -OperableCisplatin/carboplatin - Adriamycin- max 6 cycles (Per cycle)-3000,f4b260fb-732c-4a4b-a9ac-67159a0b017d,N/A,Ayushman Bharat Package,
,,,,,"Medical Oncology-M500009-Lymphoma, Hodgkin'SAdriamycin Bleomycin VinblastinDacarbazine (ABVD) - max 8 cycles (Per cycle) (Day 1   Day 15)-10000",5e3c9a4e-f606-4967-87a3-f4ca89be70ec,N/A,Ayushman Bharat Package,
,,,,,Medical Oncology-M500010-CervixCisplatin/Carboplatin (AUC2) along with RT- max 6 cycles (Per cycle)-5000,da28e699-eaca-4f77-9344-86656511f208,N/A,Ayushman Bharat Package,
,,,,,Medical Oncology-M500011-Neuroblastoma Stage I ?IIIVariable Regimen ? Neuroblastoma - max 1 year (Per cycle)-9000,d6aff1ed-7738-40bd-ad76-6305bd3a7741,N/A,Ayushman Bharat Package,
,,,,,Medical Oncology-M500012-Wilm'sTumorSIOP/National Wilms Tumour Study Group (NWTS) regimen(Stages I - V)- max 6 months (Per month) - Wilm's tumour-7000,9efedf79-5fec-4bad-b457-63c90d2f1f11,N/A,Ayushman Bharat Package,
,,,,,Medical Oncology-M500013-Colon - rectumMonthly 5-FU-4000,4f393869-a946-42b1-85a1-f685212786ff,N/A,Ayushman Bharat Package,
,,,,,Medical Oncology-M500014-BreastPaclitaxel weekly x 12 weeks-4000,5f6b298a-6526-4856-9716-caf51f3cb07a,N/A,Ayushman Bharat Package,
,,,,,Medical Oncology-M500015-BreastCyclophosphamide/Methotrexate/5Fluorouracil (CMF) (Per cycle)-1500,21a429e7-a9e6-434b-a984-3fa21f920a87,N/A,Ayushman Bharat Package,
,,,,,Medical Oncology-M500016-BreastTamoxifen tabs - maximum 12 cycles (Per month)-100,50f3a1b3-8e34-4d2b-b8ac-b79e1d1ceeb0,N/A,Ayushman Bharat Package,
,,,,,Medical Oncology-M500017-BreastAdriamycin/Cyclophosphamide (AC) ? per cycle (Maximum 4 cycles)-3000,1450d9c9-93eb-4c33-b97f-09c9948476b8,N/A,Ayushman Bharat Package,
,,,,,Medical Oncology-M500018-Breast5- Fluorouracil A-C (FAC) ? per cycle (Maximum 6 cycles)-3100,9705a9dd-35cd-42d4-a275-fbe8b36d4e04,N/A,Ayushman Bharat Package,
,,,,,Medical Oncology-M500019-BreastAC (AC Then Taxol)-3000,8b777d8e-1692-45bd-a6e1-1058e678379e,N/A,Ayushman Bharat Package,
,,,,,Medical Oncology-M500020-Small Cell Lung CancerCisplastin/Etoposide (IIIB) ? per cycle (Max. 6 cycles only)-4000,988c152f-9a40-4170-ab29-732562d01fb1,N/A,Ayushman Bharat Package,
,,,,,Medical Oncology-M500021-Oncology oesophagusCisplatin + 5 FU(Neoadjuvant Chemotherapy)/Adjuvant (ADJ)- per cycle (Max. of 6 cycles only)-3000,5b43db20-782f-42d5-a520-f4438df1e7ba,N/A,Ayushman Bharat Package,
,,,,,"Medical Oncology-M500022-StomachDocetaxel +Oxaliplatin+5FU20,000 per cycle for 4 cyclesCapOX- 10,000 per cycle for 8 cycles-4000",7733d8dc-590f-481d-aaee-0bbde76ddda6,N/A,Ayushman Bharat Package,
,,,,,Medical Oncology-M500023-BreastAromatase Inhibitors (Anastazole/Letrozole/Exemestane) - maximum 12 cycles (Per month)-900,82dcff06-2154-4aeb-9e68-67ce302f7cb1,N/A,Ayushman Bharat Package,
,,,,,Medical Oncology-M500024-Urinary BladderWeekly Cisplatin/Carboplatin- max 6 cycles with RT (Per week)-2000,306b5f75-9715-46a9-ad4d-cd1825a4f670,N/A,Ayushman Bharat Package,
,,,,,Medical Oncology-M500025-Urinary BladderMethotraxateVinblastin Adriamycin Cyclophosphamide (MVAC)-5000,7dcf773c-93f2-441a-bce8-22e15ad859eb,N/A,Ayushman Bharat Package,
,,,,,Medical Oncology-M500026-RetinoblastomaCarbo/Etoposide/Vincristine-max 6 cycles (Per cycle)-4000,895866ee-c531-4174-a63c-8ee8662c298d,N/A,Ayushman Bharat Package,
,,,,,Medical Oncology-M500027-Febrile NeutropeniaIV antibiotics and other supportive therapy (Per episode)-30000,3354ec29-a1f6-4f36-bb0c-0ac80f136a8c,N/A,Ayushman Bharat Package,
,,,,,Medical Oncology-M500028-Vaginal/ Vulval  CancerCisplastin/5-FU-3000,71a9c3c4-fb52-4070-91e9-a2d818261c74,N/A,Ayushman Bharat Package,
,,,,,Medical Oncology-M500029-OvaryTaxol + Carboplatin-max 6 cycles (Per cycle)-15000,3aa382a1-c409-4568-9c18-40f541471a8d,N/A,Ayushman Bharat Package,
,,,,,"Medical Oncology-M500030-Multiple MyelomaMelphalan -Prednisone (oral) ? per month (max 12 months)  - Ovarian CA, Bone CA-1500",391c2551-3cb5-4200-9009-1299b27d8b8d,N/A,Ayushman Bharat Package,
,,,,,"Medical Oncology-M500031-Rectal Cancer Stage 2 And 3Gemcitabine +capecitabine-15,000 per cycle for 6 cycles-4000",033f27e4-af52-45c8-8ad3-1299b9f2b563,N/A,Ayushman Bharat Package,
,,,,,Medical Oncology-M500032-Multiple MyelomaZoledronic acid - Max 12 cycles (Per month)-2000,b3113ce6-613d-408f-9b64-e2a77a1ec889,N/A,Ayushman Bharat Package,
,,,,,Medical Oncology-M500033-Gestational Trophoblast Ds. High RiskEtoposide-Methotrexate-Actinomycin or Cyclophosphamide -Vincristine (EMA-CO)-max 6 cycles (Per cycle)-10000,8a1b690e-6d09-401c-b0bc-b5ba8cebc40c,N/A,Ayushman Bharat Package,
,,,,,Medical Oncology-M500034-Gestational Trophoblast Ds. Low RiskActinomycin- max 10 cycles (Per cycle)-1000,ba2b6d68-d26f-4781-95ba-2d345516b1f0,N/A,Ayushman Bharat Package,
,,,,,Medical Oncology-M500035-Gestational Trophoblast Ds. Low RiskWeekly Methotrexate (Per week) max. 10 cycles-1000,21761d43-570d-4066-991b-aad56d0d46ae,N/A,Ayushman Bharat Package,
,,,,,Medical Oncology-M500036-Ovary Germ Cell TumourBleomycin-Etoposide-Cisplatin (BEP) - max cycles 4 (Per cycle)-6000,05b42af5-c723-4f90-8e77-2ce3991ac1ac,N/A,Ayushman Bharat Package,
,,,,,Medical Oncology-M500037-ProstateHormonal Therapy  - Per month-3000,56e43fed-7fdb-42fe-bc43-676fb19180fa,N/A,Ayushman Bharat Package,
,,,,,Medical Oncology-M500038-TestisBleomycin-Etoposide-Cisplatin (BEP) regimen for germ cell tumour - max cycles 4 (Per cycle)-10000,8345bb58-68a7-4acc-b80f-965d8dc7f596,N/A,Ayushman Bharat Package,
,,,,,"Medical Oncology-M500039-Acute Myeloid LeukemiaInduction Phase, up to (Daunomycin and cytosine arabinoside (3:7))-100000",47470026-f464-479f-8ae5-c178597f7ff1,N/A,Ayushman Bharat Package,
,,,,,"Medical Oncology-M500040-Acute Myeloid LeukemiaConsolidation Phase, up to (High dose cytosine arabinoside ? per cycle, max. of 3 to 4 cycles)-75000",fe604e17-e5f6-43f6-be0c-713ce42757a4,N/A,Ayushman Bharat Package,
,,,,,Medical Oncology-M500041-HistocytosisVariable Regimen-Histocyosis-max 1 year (Per month)-8000,4dbef523-0ceb-4f81-b91e-996531d91d41,N/A,Ayushman Bharat Package,
,,,,,Medical Oncology-M500042-RhabdomyosarcomaVincristine-Actinomycin-Cyclophosphamide (VACTC) based chemo - max 1 year (Per month) - Rhabdomyosarcoma-6000,ee43f697-4c1f-4136-aa2f-8c142c8fceb3,N/A,Ayushman Bharat Package,
,,,,,"Medical Oncology-M500043-Ewing?s SarcomaVariable Regimen Inv - Hematology, Biopsy ? Payable-6000",a1bab6df-a90b-41b0-9216-f9b9cabdeece,N/A,Ayushman Bharat Package,
,,,,,Medical Oncology-M500044-Unlisted RegimenPalliative CT- Max 6 cycles (Per cycle)-5000,52cb4d6c-f297-4a07-9d80-039dc46c51a4,N/A,Ayushman Bharat Package,
,,,,,Medical Oncology-M500045-Terminally IllPalliative And Supportive Therapy  - Per month-3000,7775506b-cbca-4c3e-a3cc-f090304252ae,N/A,Ayushman Bharat Package,
,,,,,Medical Oncology-M500046-Acute Lymphatic LeukemiaMaintenance Phase - Per month (x 24)-5000,5d6b146d-3d8e-4c76-8493-a3ad387e57ef,N/A,Ayushman Bharat Package,
,,,,,Medical Oncology-M500047-Acute Lymphatic LeukemiaInduction-50000,61e92ea7-2f2a-4e07-8dbf-ce6b1e3aaf19,N/A,Ayushman Bharat Package,
,,,,,Medical Oncology-M500048-Acute Lymphatic LeukemiaConsolidation Phase-50000,64e1595e-913b-4411-b522-99a6b88960a0,N/A,Ayushman Bharat Package,
,,,,,Medical Oncology-M500049-Head and NeckTab Geftinib/Erlotinib-Max 1 Year (Per month)-3000,6584c58b-5042-460b-af28-523afd51890a,N/A,Ayushman Bharat Package,
,,,,,Medical Oncology-M500050-Renal cell carcinomaSunitinib/ Pazopanib (per day)-2500,e7a1fecc-730a-495b-bff4-1ed6fc56fdaa,N/A,Ayushman Bharat Package,
,,,,,Medical Oncology-M500051-Chronic myeloid leukemiaImatinib (per month) x 5 years-6000,347daeea-073f-4323-a7b3-08f4977b28d3,N/A,Ayushman Bharat Package,
,,,,,Medical Oncology-M500052-Gall Bladder CancerGemcitabine + cisplatin (per cycle) ? for 6 cycles-10000,8b6167cc-2faa-4396-bb2b-6828e9fa5f7f,N/A,Ayushman Bharat Package,
,,,,,"Medical Oncology-M500053- Gastro: CapOX - (per cycle), max for 8 cycles-10000",130e4f36-04f8-425c-b4e3-099b149aa569,N/A,Ayushman Bharat Package,
,,,,,Medical Oncology-M507053-Chemotherapy per sitting-1500,62b10646-64c2-4db2-88d5-4f7aa5e52ca1,N/A,Ayushman Bharat Package,
,,,,,Medication Taking - No,525611e3-4f35-478d-9fa4-4493e7388512,N/A,Misc,
,,,,,Medication Taking - Yes,693d783e-8a86-486e-af9d-6c8be61c38a8,N/A,Misc,
,,,,,Medicine and allied,f4bfab53-54b9-4d8c-b1ab-59e909b8d2d7,N/A,Misc,
,,,,,"Medicine side effects, Weakness",ed582954-61ca-4b84-ae4a-bf24fb4dcbe5,N/A,Misc,
,,,,,Medullary CA,81fbe2a9-9a16-49b8-b494-f54bf9702a89,N/A,Misc,
,,,,,Meningeal,a2e16d51-281e-4a47-a94a-033bd26e6670,N/A,Misc,
,,,,,Mental  Nerve Block,9125e760-75e6-4501-ae7e-0bf2f68efd74,N/A,Intevention List,
,,,,,"Mental Disorders Packages-M800001-Organic, including symptomatic, mental disorders (routine ward)-0",8d868c75-98f6-4caf-ae83-b2897934b156,N/A,Ayushman Bharat Package,
,,,,,Mental Disorders Packages-M800002-Mental and Behavioural disorders due to psychoactive substance use (routine ward)-0,a19d0a00-034d-449e-962f-6d3788ebbae9,N/A,Ayushman Bharat Package,
,,,,,"Mental Disorders Packages-M800003-Schizophrenia, schizotypal and delusional disorders (routine ward)-0",18e5c6dd-d99e-4cde-baf5-f55586b0e2e8,N/A,Ayushman Bharat Package,
,,,,,Mental Disorders Packages-M800004-Mood (affective) disorders (routine ward)-0,08d52036-af4f-4c3b-9a7d-8410f9f25bc8,N/A,Ayushman Bharat Package,
,,,,,"Mental Disorders Packages-M800005-Neurotic, stress-related and somatoform disorders (routine ward)-0",b7375aea-02a2-494e-b64c-49dcf68f97cd,N/A,Ayushman Bharat Package,
,,,,,Mental Disorders Packages-M800006-Behavioural syndromes associated with physiological disturbances and physical factors (routine ward)-0,404dce5f-5b58-4ac7-97ae-3011a1e54276,N/A,Ayushman Bharat Package,
,,,,,Mental Disorders Packages-M800007-Mental retardation (routine ward)-0,15a16067-1bf4-46cf-9586-09c882a516d7,N/A,Ayushman Bharat Package,
,,,,,"Mental Disorders Packages-M800008-Organic, including symptomatic, mental disorders (HDU)-0",a7a5b6e3-3020-414b-aa74-b745515bc611,N/A,Ayushman Bharat Package,
,,,,,Mental Disorders Packages-M800009-Mental and Behavioural disorders due to psychoactive substance use (HDU)-0,518b3b0d-83fc-4583-a95c-be681031e8d1,N/A,Ayushman Bharat Package,
,,,,,"Mental Disorders Packages-M800010-Schizophrenia, schizotypal and delusional disorders (HDU)-0",4a652517-fd27-4c70-92a3-ae7138b1c2ed,N/A,Ayushman Bharat Package,
,,,,,Mental Disorders Packages-M800011-Mood (affective) disorders (HDU)-0,a60a6e5c-9dee-41d3-aaa0-c03b57a70771,N/A,Ayushman Bharat Package,
,,,,,"Mental Disorders Packages-M800012-Neurotic, stress-related and somatoform disorders (HDU)-0",47be1d95-e5f9-4814-bd97-58d71978f948,N/A,Ayushman Bharat Package,
,,,,,Mental Disorders Packages-M800013-Behavioural syndromes associated with physiological disturbances and physical factors (HDU)-0,6093c409-fd14-4cae-9a97-5e34ad837175,N/A,Ayushman Bharat Package,
,,,,,Mental Disorders Packages-M800014-Mental Retardation (HDU)-0,ae53f796-eb6f-4ae2-aa51-40ca6a8d7c64,N/A,Ayushman Bharat Package,
,,,,,Mental Disorders Packages-M800015-Pre- Electro Convulsive Therapy (ECT) and Pre- Transcranial Magnetic Stimulation (TMS) Package-10000,d2fa9e26-637b-491e-bec2-78e9470658b2,N/A,Ayushman Bharat Package,
,,,,,Mental Disorders Packages-M800016-Electro Convulsive Therapy (ECT) - per session-3000,5ef2dc70-50f5-43ed-be2d-0f5e48cc4f0a,N/A,Ayushman Bharat Package,
,,,,,Mental Disorders Packages-M800017-Transcranial Magnetic Stimulation (TMS) - per session-1000,1a323877-b20f-45f6-ad07-1edfc52c0341,N/A,Ayushman Bharat Package,
,,,,,Mental illness,608431bf-0dbb-4cc8-b3cf-af4cbaba90d1,N/A,Misc,
,,,,,Metastatic,df59ac4d-da2b-4214-9196-fcd823474374,N/A,Misc,
,,,,,"Microbiology test requirement, Type of Sample, Other",012c0cfa-f566-4591-9a41-71a09fdf78a2,N/A,Misc,
,,,,,Mild,f5cd1985-d1af-4bc6-a172-2d26ea9d2db5,N/A,Misc,
,,,,,Mildly Reduced,8ed84651-3686-45a3-ad75-d133e2f9636b,N/A,Misc,
,,,,,Minimal,ce226630-5493-4125-9edc-4e07bae7effc,N/A,Misc,
,,,,,Mobile,7ae5a84f-497e-4769-9adc-c62e705a7866,N/A,Misc,
,,,,,"Mode Of Payment, Ayushman Bharat",8234381d-c672-4ab1-8404-53f808d8db15,N/A,Misc,
,,,,,"Mode Of Payment, Other",7a352518-ec14-4b1b-b1e7-0cda944a8179,Text,Misc,
,,,,,"Mode Of Payment, Self",a49ca99e-6f72-4a21-b28f-cda96f71a14c,N/A,Misc,
,,,,,"Mode of transport, Private",6bc06543-82d6-4824-b6fc-87bbead28b37,N/A,Misc,
,,,,,"Mode of transport, Public",e6a65708-ba3d-49ae-b8f9-6e689744efa2,N/A,Misc,
,,,,,Moderate,ccc6ea29-9ac6-4e93-88e9-d6262564c3cd,N/A,Misc,
,,,,,More than 1 month,57958fb2-e638-4774-b435-9bb9eeb9fed2,N/A,Misc,
,,,,,More than 11,c3add21b-7f84-48b7-880f-10718e0fef74,N/A,Misc,
,,,,,More than 35 Days,dd9142cd-9f6d-495c-892e-08e48ddeeeb4,N/A,Misc,
,,,,,More than 6 and Less than 9,5498bc51-2570-4e17-a23b-7b383b460986,N/A,Misc,
,,,,,More than 9 and Less than 11,460132d5-4142-49a2-af54-e29172d9ebe2,N/A,Misc,
,,,,,More then 6 Month,4adb70d3-410c-4952-88d6-b560df5ac14d,N/A,Misc,
,,,,,Movement Present,2c8d9bd0-dbe6-4034-acb2-9fc81bd71423,N/A,Misc,
,,,,,Muscle Cramps,957aec81-a76f-43bb-b3a8-95a6ce373661,N/A,Misc,
,,,,,Myocardiac Infarction,7bbfb5bc-0b60-4535-979c-7aad4fa2377b,N/A,Misc,
,,,,,N0 Lymph Node Stage,4f014e2b-8a95-4dea-b8f5-b9d11a4b22e6,N/A,Misc,
,,,,,N1 Lymph Node Stage,f5044eb5-86ef-4384-beb4-cb63ab718984,N/A,Misc,
,,,,,N2 Lymph Node Stage,7004514f-9a9b-4c2e-8b77-6f824dc539a2,N/A,Misc,
,,,,,N3 Lymph Node Stage,fe6592b5-fee5-4629-862f-789b6f8e5982,N/A,Misc,
,,,,,NA,bd39be05-43de-4e86-bab4-b20c299f11ef,N/A,Misc,
,,,,,NX Lymph Node Stage,9df9f19c-7c04-4a62-8f68-96ec94958781,N/A,Misc,
,,,,,Needs further evaluation,829d9abe-cd57-4fed-882f-76f71a725c83,N/A,Misc,
,,,,,Negative,9d8ff348-cc4a-489f-85b5-00cf04814cdd,N/A,Misc,
,,,,,Negative for Rifampicin resistance,2a41dd36-c237-4534-8035-3b3b72f3c3d3,N/A,Misc,
,,,,,Neglect of personal hygiene,a495af38-a1d3-4908-91fb-86f123433da0,N/A,Misc,
,,,,,Neither agree nor disagree,c9bd83a5-8e2f-4bd7-b9e7-82eb1a62e19f,N/A,Misc,
,,,,,Neo-natal-M300002-Special Neonatal Care Package-0,18f5c819-6235-4160-ab45-6185b2d3f0bc,N/A,Ayushman Bharat Package,
,,,,,Neo-natal-M300003-Intensive Neonatal Care Package-0,23f8b5b2-d441-4e97-a9b5-6010ee97aee3,N/A,Ayushman Bharat Package,
,,,,,"Neo-natal-M300004-Advanced Neonatal Care Package (Rs. 6000 per day, maximum of Rs. 75,000. pre-auth is needed after 7 days)-0",9c76156d-099c-4be2-8a76-ad503af444ce,N/A,Ayushman Bharat Package,
,,,,,Neo-natal-M300005-Critical Care Neonatal Package-0,57900576-18c0-4e7a-bc87-a013f62d281a,N/A,Ayushman Bharat Package,
,,,,,Neo-natal-M300006-Chronic Care Package -0,2f2fba41-a577-4391-9b6a-456ac91ddd95,N/A,Ayushman Bharat Package,
,,,,,Neo-natal-M300007-High Risk Newborn Post Discharge Care Package (Protocol Driven)-2400,80b5dd35-16b9-4350-9e71-ccdc22960da7,N/A,Ayushman Bharat Package,
,,,,,Neo-natal-M300008-Laser Therapy for Retinopathy of Prematurity (Irrespective of no. of eyes affected) - per session-1500,91f013df-0da5-4868-9408-9edd1b02e69f,N/A,Ayushman Bharat Package,
,,,,,Neo-natal-M300009-Advanced Surgery for Retinopathy of Prematurity-15000,e5f2187e-422b-4d92-a8ea-3580dbea9da5,N/A,Ayushman Bharat Package,
,,,,,Neo-natal-M300010-Ventriculoperitoneal Shunt Surgery (VP) or Omaya Reservoir or External Drainage for Hydrocephalus-5000,5a007684-eda2-4265-b2b3-9ced8299a8b8,N/A,Ayushman Bharat Package,
,,,,,Neoadjuvant,d5667fb2-a4d1-4239-8996-115a447b67b0,N/A,Misc,
,,,,,Neurological Disorders,ed360185-ac20-435a-b7a7-ebbcd03b1d81,N/A,Misc,
,,,,,Neurology,b230d91c-9a73-48d5-84ba-8d5aa3aa6b7f,N/A,Misc,
,,,,,Neuropathy,f5310242-25db-492d-a93f-473b5d2602de,N/A,Misc,
,,,,,Neurosurgery-S800001-Anterior Encephalocele-50000,b612ee53-54a7-4373-9317-fc74c56720fe,N/A,Ayushman Bharat Package,
,,,,,Neurosurgery-S800002-Burr hole-45000,a467bae3-640d-4931-9a51-e4cb074194bb,N/A,Ayushman Bharat Package,
,,,,,Neurosurgery-S800003-Burr hole with chronic Sub Dural Haematoma (including pre and post Op. CT)-20000,f2be6c49-da9b-40d2-b3b1-76890a90042a,N/A,Ayushman Bharat Package,
,,,,,Neurosurgery-S800004-Carpal Tunnel Release including pre and post Op. MRI-10000,bfb03b9c-09b3-4d59-8162-b9b5e6506ac6,N/A,Ayushman Bharat Package,
,,,,,Neurosurgery-S800005-Cervical Ribs ? Bilateral-35000,e38a9dfc-7299-4f20-ac31-6de6c8945501,N/A,Ayushman Bharat Package,
,,,,,Neurosurgery-S800006-Cervical Ribs ? Unilateral-20000,649d1f8a-018a-4453-9ab4-ce36b2d1635b,N/A,Ayushman Bharat Package,
,,,,,Neurosurgery-S800007-CranioPlasty - Endogenous graft-20000,fbd394ed-1d97-493f-b1c8-6e13baaaf36b,N/A,Ayushman Bharat Package,
,,,,,Neurosurgery-S800008-CranioPlasty - Exogenous graft-50000,6148a4a3-2af7-4441-86cf-2eecb402a53f,N/A,Ayushman Bharat Package,
,,,,,Neurosurgery-S800009-Craniostenosis-28000,35de87a6-4961-43a9-8baa-d5db66cf95c4,N/A,Ayushman Bharat Package,
